"geographicAreaM49","measuredElement","measuredItemCPC","fbsDistribParam","timePointYears","Value"
"106",51,"44","mu",2009,1049200
"106",51,"449","mu",2009,720100
"106",51,"461","mu",2009,30020
"106",51,"463","mu",2009,2100000
"106",51,"486","mu",2009,372
"106",51,"490","mu",2009,2421284
"106",51,"495","mu",2009,826825
"106",51,"497","mu",2009,544532
"106",51,"507","mu",2009,7125
"106",51,"512","mu",2009,26182
"106",51,"515","mu",2009,2325653
"106",51,"521","mu",2009,872368
"106",51,"523","mu",2009,645
"106",51,"526","mu",2009,215121
"106",51,"530","mu",2009,8000
"106",51,"531","mu",2009,116179
"106",51,"534","mu",2009,1691788
"106",51,"536","mu",2009,189303
"106",51,"541","mu",2009,7450
"106",51,"544","mu",2009,163044
"106",51,"547","mu",2009,1956
"106",51,"550","mu",2009,760
"106",51,"552","mu",2009,1526
"106",51,"558","mu",2009,92000
"106",51,"56","mu",2009,7877700
"106",51,"560","mu",2009,8242500
"106",51,"569","mu",2009,12106
"106",51,"619","mu",2009,66000
"106",51,"71","mu",2009,11700
"106",51,"75","mu",2009,315100
"106",51,"754","mu",2009,300
"106",51,"83","mu",2009,243400
"106",51,"866","mu",2009,2600000
"106",51,"882","mu",2009,10560292
"106",51,"951","mu",2009,174875
"106",51,"976","mu",2009,5350000
"106",51,"982","mu",2009,440668
"106",61,"101","mu",2009,5931
"106",61,"1016","mu",2009,12048
"106",61,"1034","mu",2009,729395
"106",61,"1057","mu",2009,6616
"106",61,"1062","mu",2009,23446
"106",61,"1079","mu",2009,2899
"106",61,"108","mu",2009,47406
"106",61,"1096","mu",2009,46333
"106",61,"1140","mu",2009,21
"106",61,"116","mu",2009,598157
"106",61,"1163","mu",2009,2983
"106",61,"1166","mu",2009,1866
"106",61,"1168","mu",2009,25970
"106",61,"1182","mu",2009,15171
"106",61,"119","mu",2009,32692
"106",61,"122","mu",2009,13445
"106",61,"1275","mu",2009,72651
"106",61,"129","mu",2009,688
"106",61,"149","mu",2009,2074
"106",61,"15","mu",2009,6479094
"106",61,"156","mu",2009,48
"106",61,"157","mu",2009,921
"106",61,"162","mu",2009,32387
"106",61,"176","mu",2009,96003
"106",61,"181","mu",2009,55618
"106",61,"187","mu",2009,106145
"106",61,"191","mu",2009,22589
"106",61,"201","mu",2009,29957
"106",61,"211","mu",2009,1319
"106",61,"221","mu",2009,1426
"106",61,"222","mu",2009,23399
"106",61,"223","mu",2009,10282
"106",61,"225","mu",2009,4111
"106",61,"229","mu",2009,1037
"106",61,"230","mu",2009,3825
"106",61,"234","mu",2009,13474
"106",61,"236","mu",2009,1368041
"106",61,"242","mu",2009,16140
"106",61,"249","mu",2009,6179
"106",61,"256","mu",2009,0
"106",61,"257","mu",2009,970051
"106",61,"260","mu",2009,8041
"106",61,"265","mu",2009,0
"106",61,"267","mu",2009,356170
"106",61,"27","mu",2009,39463
"106",61,"270","mu",2009,93316
"106",61,"280","mu",2009,0
"106",61,"289","mu",2009,5602
"106",61,"292","mu",2009,384
"106",61,"293","mu",2009,0
"106",61,"333","mu",2009,19721
"106",61,"336","mu",2009,2337
"106",61,"339","mu",2009,8053
"106",61,"358","mu",2009,18607
"106",61,"366","mu",2009,19901
"106",61,"367","mu",2009,4047
"106",61,"373","mu",2009,2085
"106",61,"388","mu",2009,130208
"106",61,"393","mu",2009,22098
"106",61,"394","mu",2009,22424
"106",61,"397","mu",2009,14448
"106",61,"399","mu",2009,21742
"106",61,"401","mu",2009,91725
"106",61,"402","mu",2009,3704
"106",61,"403","mu",2009,73148
"106",61,"406","mu",2009,27700
"106",61,"414","mu",2009,16559
"106",61,"417","mu",2009,1306
"106",61,"420","mu",2009,10934
"106",61,"426","mu",2009,23602
"106",61,"44","mu",2009,647709
"106",61,"446","mu",2009,4011
"106",61,"449","mu",2009,8402
"106",61,"459","mu",2009,0
"106",61,"461","mu",2009,9267
"106",61,"463","mu",2009,43102
"106",61,"486","mu",2009,684104
"106",61,"489","mu",2009,4324
"106",61,"490","mu",2009,194828
"106",61,"495","mu",2009,87317
"106",61,"497","mu",2009,105429
"106",61,"507","mu",2009,34675
"106",61,"512","mu",2009,608
"106",61,"515","mu",2009,37212
"106",61,"521","mu",2009,128630
"106",61,"523","mu",2009,749
"106",61,"526","mu",2009,32925
"106",61,"530","mu",2009,1184
"106",61,"531","mu",2009,9741
"106",61,"534","mu",2009,78009
"106",61,"536","mu",2009,17454
"106",61,"541","mu",2009,0
"106",61,"544","mu",2009,33674
"106",61,"547","mu",2009,3096
"106",61,"550","mu",2009,2053
"106",61,"552","mu",2009,835
"106",61,"554","mu",2009,204
"106",61,"558","mu",2009,2179
"106",61,"56","mu",2009,2202366
"106",61,"560","mu",2009,23355
"106",61,"569","mu",2009,525
"106",61,"571","mu",2009,9401
"106",61,"572","mu",2009,21582
"106",61,"574","mu",2009,140453
"106",61,"577","mu",2009,8266
"106",61,"603","mu",2009,76
"106",61,"619","mu",2009,30162
"106",61,"656","mu",2009,456987
"106",61,"661","mu",2009,73274
"106",61,"71","mu",2009,13915
"106",61,"75","mu",2009,30234
"106",61,"754","mu",2009,0
"106",61,"79","mu",2009,6875
"106",61,"83","mu",2009,34699
"106",61,"866","mu",2009,1130587
"106",61,"882","mu",2009,1690087
"106",61,"946","mu",2009,0
"106",61,"976","mu",2009,1501456
"106",91,"101","mu",2009,31
"106",91,"1016","mu",2009,0
"106",91,"1034","mu",2009,71350
"106",91,"1057","mu",2009,14810
"106",91,"1062","mu",2009,19075
"106",91,"1079","mu",2009,2631
"106",91,"108","mu",2009,2294
"106",91,"1096","mu",2009,745
"106",91,"1140","mu",2009,0
"106",91,"116","mu",2009,148353
"106",91,"1163","mu",2009,1979
"106",91,"1166","mu",2009,724
"106",91,"1168","mu",2009,12899
"106",91,"1182","mu",2009,3405
"106",91,"119","mu",2009,65
"106",91,"122","mu",2009,5877
"106",91,"1275","mu",2009,8789
"106",91,"129","mu",2009,0
"106",91,"149","mu",2009,22
"106",91,"15","mu",2009,209042
"106",91,"156","mu",2009,19
"106",91,"157","mu",2009,3
"106",91,"162","mu",2009,941
"106",91,"176","mu",2009,5361
"106",91,"181","mu",2009,847
"106",91,"187","mu",2009,5799
"106",91,"191","mu",2009,2628
"106",91,"201","mu",2009,1445
"106",91,"211","mu",2009,4270
"106",91,"221","mu",2009,654
"106",91,"222","mu",2009,494
"106",91,"223","mu",2009,759
"106",91,"225","mu",2009,1579
"106",91,"229","mu",2009,475
"106",91,"230","mu",2009,927
"106",91,"234","mu",2009,1005
"106",91,"236","mu",2009,71655
"106",91,"242","mu",2009,304
"106",91,"249","mu",2009,73
"106",91,"256","mu",2009,0
"106",91,"257","mu",2009,59375
"106",91,"260","mu",2009,1027
"106",91,"265","mu",2009,0
"106",91,"267","mu",2009,20770
"106",91,"27","mu",2009,15065
"106",91,"270","mu",2009,8011
"106",91,"280","mu",2009,0
"106",91,"289","mu",2009,82
"106",91,"292","mu",2009,9
"106",91,"293","mu",2009,0
"106",91,"333","mu",2009,1356
"106",91,"336","mu",2009,704
"106",91,"339","mu",2009,179
"106",91,"358","mu",2009,65556
"106",91,"366","mu",2009,3239
"106",91,"367","mu",2009,2552
"106",91,"373","mu",2009,5384
"106",91,"388","mu",2009,93185
"106",91,"393","mu",2009,48838
"106",91,"394","mu",2009,18151
"106",91,"397","mu",2009,5647
"106",91,"399","mu",2009,5117
"106",91,"401","mu",2009,28137
"106",91,"402","mu",2009,1350
"106",91,"403","mu",2009,35317
"106",91,"406","mu",2009,10620
"106",91,"414","mu",2009,2203
"106",91,"417","mu",2009,1455
"106",91,"420","mu",2009,2239
"106",91,"426","mu",2009,95053
"106",91,"44","mu",2009,7408
"106",91,"446","mu",2009,645
"106",91,"449","mu",2009,2849
"106",91,"459","mu",2009,0
"106",91,"461","mu",2009,1320
"106",91,"463","mu",2009,169591
"106",91,"486","mu",2009,105621
"106",91,"489","mu",2009,3959
"106",91,"490","mu",2009,78359
"106",91,"495","mu",2009,95729
"106",91,"497","mu",2009,39983
"106",91,"507","mu",2009,6357
"106",91,"512","mu",2009,323
"106",91,"515","mu",2009,732794
"106",91,"521","mu",2009,134536
"106",91,"523","mu",2009,56
"106",91,"526","mu",2009,11455
"106",91,"530","mu",2009,74
"106",91,"531","mu",2009,4850
"106",91,"534","mu",2009,357909
"106",91,"536","mu",2009,40630
"106",91,"541","mu",2009,0
"106",91,"544","mu",2009,17000
"106",91,"547","mu",2009,400
"106",91,"550","mu",2009,158
"106",91,"552","mu",2009,379
"106",91,"554","mu",2009,13
"106",91,"558","mu",2009,537
"106",91,"56","mu",2009,66411
"106",91,"560","mu",2009,393750
"106",91,"569","mu",2009,1727
"106",91,"571","mu",2009,5025
"106",91,"572","mu",2009,12761
"106",91,"574","mu",2009,18566
"106",91,"577","mu",2009,1327
"106",91,"603","mu",2009,0
"106",91,"619","mu",2009,15737
"106",91,"656","mu",2009,6738
"106",91,"661","mu",2009,432
"106",91,"71","mu",2009,1901
"106",91,"75","mu",2009,395
"106",91,"754","mu",2009,0
"106",91,"79","mu",2009,81
"106",91,"83","mu",2009,7723
"106",91,"866","mu",2009,27321
"106",91,"882","mu",2009,10855
"106",91,"946","mu",2009,0
"106",91,"976","mu",2009,2779
"106",151,"1168","lambda",2009,13071
"106",151,"119","lambda",2009,27627
"106",151,"1275","lambda",2009,63862
"106",151,"129","lambda",2009,688
"106",151,"156","lambda",2009,29
"106",151,"221","lambda",2009,1800
"106",151,"222","lambda",2009,1769.95
"106",151,"256","lambda",2009,0
"106",151,"257","lambda",2009,835676
"106",151,"270","lambda",2009,5000
"106",151,"333","lambda",2009,0
"106",151,"512","lambda",2009,8037
"106",71,"1016","mu",2009,49974.1816497316
"106",71,"1020","mu",2009,-2238.99604514571
"106",71,"1034","mu",2009,-1312045.3356327
"106",71,"1062","mu",2009,-120961.234924079
"106",71,"108","mu",2009,4665.07867819584
"106",71,"116","mu",2009,-49636.0788459099
"106",71,"1166","mu",2009,5022.96759947271
"106",71,"1182","mu",2009,366.547007624133
"106",71,"122","mu",2009,-76.4589307239286
"106",71,"15","mu",2009,-816886.087409151
"106",71,"157","mu",2009,146113.41470119
"106",71,"162","mu",2009,16329.4029414699
"106",71,"176","mu",2009,643.561934809226
"106",71,"181","mu",2009,18301.7304786149
"106",71,"187","mu",2009,34.2886656513248
"106",71,"191","mu",2009,524.05119648382
"106",71,"201","mu",2009,-478.318060416254
"106",71,"205","mu",2009,-330.321316281855
"106",71,"210","mu",2009,-601.047678275442
"106",71,"211","mu",2009,-347.506825191134
"106",71,"221","mu",2009,-2787.76358381366
"106",71,"222","mu",2009,485.15313985182
"106",71,"223","mu",2009,16.8767728310777
"106",71,"225","mu",2009,-10417.3047779189
"106",71,"234","mu",2009,-187.300762854514
"106",71,"236","mu",2009,-4502.79473579041
"106",71,"242","mu",2009,0
"106",71,"260","mu",2009,-364605.74872217
"106",71,"265","mu",2009,0
"106",71,"267","mu",2009,-16867.5363436808
"106",71,"27","mu",2009,-209267.495639839
"106",71,"270","mu",2009,-4328.79558059272
"106",71,"289","mu",2009,158.027212651913
"106",71,"292","mu",2009,0
"106",71,"293","mu",2009,0
"106",71,"333","mu",2009,81.4420618323538
"106",71,"336","mu",2009,0
"106",71,"339","mu",2009,-2937.35488799682
"106",71,"358","mu",2009,59481.7246989781
"106",71,"366","mu",2009,-71683.1729074237
"106",71,"367","mu",2009,-4591.28664468708
"106",71,"373","mu",2009,-4943.47677773048
"106",71,"388","mu",2009,787247.679136059
"106",71,"393","mu",2009,-51135.1778353457
"106",71,"394","mu",2009,24903.4672513101
"106",71,"397","mu",2009,-3935.63808700916
"106",71,"399","mu",2009,3955.15977831449
"106",71,"401","mu",2009,-26232.7065308368
"106",71,"402","mu",2009,0
"106",71,"403","mu",2009,6955.75288961143
"106",71,"406","mu",2009,1931.65675659906
"106",71,"414","mu",2009,22207.9441129399
"106",71,"417","mu",2009,-88.4413333913082
"106",71,"420","mu",2009,3659.81977146048
"106",71,"426","mu",2009,29398.0360369744
"106",71,"44","mu",2009,-53993.9814840612
"106",71,"449","mu",2009,116301.511946047
"106",71,"461","mu",2009,559.208923949864
"106",71,"463","mu",2009,-240086.923829154
"106",71,"486","mu",2009,-38.5355169494069
"106",71,"490","mu",2009,-62461.6983651911
"106",71,"495","mu",2009,456.141446348758
"106",71,"497","mu",2009,73539.4607992463
"106",71,"507","mu",2009,261.969777944204
"106",71,"512","mu",2009,-3863.60500265081
"106",71,"515","mu",2009,-307964.75921692
"106",71,"521","mu",2009,72434.5606479967
"106",71,"523","mu",2009,-14.9398523545968
"106",71,"526","mu",2009,22898.814210265
"106",71,"530","mu",2009,-240.696357535161
"106",71,"531","mu",2009,389.495750977939
"106",71,"534","mu",2009,100649.646395897
"106",71,"536","mu",2009,-20585.0929033263
"106",71,"541","mu",2009,1266.77149716079
"106",71,"544","mu",2009,488.250574350596
"106",71,"547","mu",2009,-209.730345488852
"106",71,"550","mu",2009,-33.4292334857045
"106",71,"552","mu",2009,105.925665388129
"106",71,"558","mu",2009,-802.681143360365
"106",71,"56","mu",2009,904752.788046901
"106",71,"560","mu",2009,-425180.114812868
"106",71,"569","mu",2009,1057.60158792414
"106",71,"619","mu",2009,-6146.22353561775
"106",71,"71","mu",2009,-10.9530385416753
"106",71,"75","mu",2009,-19857.0586619694
"106",71,"754","mu",2009,3.78172987653313
"106",71,"83","mu",2009,-36197.2728452369
"106",71,"866","mu",2009,-113495.754677455
"106",71,"882","mu",2009,-79356.0652321577
"106",71,"951","mu",2009,12714.9537994465
"106",71,"976","mu",2009,15283.4792209612
"106",71,"982","mu",2009,5736.38489273718
"106",171,"1020","mu",2009,2325.46798817229
"106",171,"1062","mu",2009,163382.966139321
"106",171,"116","mu",2009,290531.04839044
"106",171,"1163","mu",2009,38.5748240649812
"106",171,"1166","mu",2009,1052.72250368324
"106",171,"1182","mu",2009,-1308.46772631628
"106",171,"119","mu",2009,102.633991402063
"106",171,"122","mu",2009,-1655.32965530346
"106",171,"176","mu",2009,3763.63084326113
"106",171,"181","mu",2009,-17843.8922952474
"106",171,"187","mu",2009,8520.58045370011
"106",171,"191","mu",2009,-359.706995623248
"106",171,"201","mu",2009,2907.98621952538
"106",171,"223","mu",2009,-2095.40705260558
"106",171,"229","mu",2009,-8.43382944393334
"106",171,"230","mu",2009,-543.413441566317
"106",171,"249","mu",2009,224.503425321348
"106",171,"257","mu",2009,-5644.67028505088
"106",171,"260","mu",2009,353.644018400078
"106",171,"293","mu",2009,0
"106",171,"358","mu",2009,6428.17378907973
"106",171,"366","mu",2009,-3637.49043400138
"106",171,"367","mu",2009,-279.951106849439
"106",171,"373","mu",2009,-6395.71895877153
"106",171,"388","mu",2009,-546180.998406153
"106",171,"393","mu",2009,-22516.8851823198
"106",171,"394","mu",2009,-81804.8240986641
"106",171,"397","mu",2009,-2937.31137655103
"106",171,"399","mu",2009,-52014.7706102558
"106",171,"401","mu",2009,140.199493448822
"106",171,"402","mu",2009,161.886903038244
"106",171,"403","mu",2009,40260.3369664573
"106",171,"406","mu",2009,-2753.44674755626
"106",171,"414","mu",2009,-20344.5985727316
"106",171,"417","mu",2009,3105.6363010628
"106",171,"420","mu",2009,1805.17470813413
"106",171,"426","mu",2009,-41586.4840846767
"106",171,"446","mu",2009,666.322783690078
"106",171,"449","mu",2009,-75680.3126742901
"106",171,"459","mu",2009,0
"106",171,"463","mu",2009,49303.7208663781
"106",171,"486","mu",2009,-6968.73700395641
"106",171,"489","mu",2009,-54.3355290568868
"106",171,"490","mu",2009,561143.876031642
"106",171,"495","mu",2009,-29317.6329648615
"106",171,"497","mu",2009,6667.96618982904
"106",171,"507","mu",2009,353.238158092225
"106",171,"512","mu",2009,2758.66654187392
"106",171,"515","mu",2009,61065.3612371969
"106",171,"521","mu",2009,-80050.529143279
"106",171,"523","mu",2009,273.706841442401
"106",171,"526","mu",2009,230.363442223497
"106",171,"530","mu",2009,-761.484209994955
"106",171,"531","mu",2009,9864.83750277307
"106",171,"534","mu",2009,331394.465284985
"106",171,"536","mu",2009,17933.1152099489
"106",171,"541","mu",2009,3.34345573270638
"106",171,"544","mu",2009,17619.0537399067
"106",171,"547","mu",2009,-355.091910853983
"106",171,"550","mu",2009,-276.825508239275
"106",171,"552","mu",2009,142.502413827354
"106",171,"554","mu",2009,11.3830672176825
"106",171,"558","mu",2009,691.06856378231
"106",171,"560","mu",2009,44082.1523160133
"106",171,"569","mu",2009,185.229466779066
"106",171,"571","mu",2009,368.819682532984
"106",171,"572","mu",2009,448.944649083471
"106",171,"574","mu",2009,-2394.89685741082
"106",171,"577","mu",2009,-646.214880411448
"106",171,"603","mu",2009,-5.97094435245564
"106",171,"619","mu",2009,9433.57790155859
"106",171,"882","mu",2009,-12137.8209960515
"106",171,"982","mu",2009,-357.469216149332
"106",181,"101","lambda",2009,0
"106",181,"1016","lambda",2009,0
"106",181,"1020","lambda",2009,0
"106",181,"1034","lambda",2009,0
"106",181,"1057","lambda",2009,0
"106",181,"1062","lambda",2009,0
"106",181,"1079","lambda",2009,0
"106",181,"108","lambda",2009,0
"106",181,"1096","lambda",2009,0
"106",181,"1140","lambda",2009,0
"106",181,"116","lambda",2009,0
"106",181,"1163","lambda",2009,0
"106",181,"1166","lambda",2009,0
"106",181,"1168","lambda",2009,0
"106",181,"1182","lambda",2009,0
"106",181,"119","lambda",2009,0
"106",181,"122","lambda",2009,0
"106",181,"1275","lambda",2009,0
"106",181,"129","lambda",2009,0
"106",181,"149","lambda",2009,0
"106",181,"15","lambda",2009,0
"106",181,"156","lambda",2009,0
"106",181,"157","lambda",2009,0
"106",181,"162","lambda",2009,0
"106",181,"176","lambda",2009,0
"106",181,"181","lambda",2009,0
"106",181,"187","lambda",2009,0
"106",181,"191","lambda",2009,0
"106",181,"201","lambda",2009,0
"106",181,"205","lambda",2009,0
"106",181,"210","lambda",2009,0
"106",181,"211","lambda",2009,0
"106",181,"221","lambda",2009,0
"106",181,"222","lambda",2009,0
"106",181,"223","lambda",2009,0
"106",181,"225","lambda",2009,0
"106",181,"229","lambda",2009,0
"106",181,"230","lambda",2009,0
"106",181,"234","lambda",2009,0
"106",181,"236","lambda",2009,0
"106",181,"242","lambda",2009,0
"106",181,"249","lambda",2009,0
"106",181,"256","lambda",2009,0
"106",181,"257","lambda",2009,0
"106",181,"260","lambda",2009,0
"106",181,"265","lambda",2009,0
"106",181,"267","lambda",2009,0
"106",181,"27","lambda",2009,0
"106",181,"270","lambda",2009,0
"106",181,"280","lambda",2009,0
"106",181,"289","lambda",2009,0
"106",181,"292","lambda",2009,0
"106",181,"293","lambda",2009,0
"106",181,"333","lambda",2009,0
"106",181,"336","lambda",2009,0
"106",181,"339","lambda",2009,0
"106",181,"358","lambda",2009,0
"106",181,"366","lambda",2009,0
"106",181,"367","lambda",2009,0
"106",181,"373","lambda",2009,0
"106",181,"388","lambda",2009,0
"106",181,"393","lambda",2009,0
"106",181,"394","lambda",2009,0
"106",181,"397","lambda",2009,0
"106",181,"399","lambda",2009,0
"106",181,"401","lambda",2009,0
"106",181,"402","lambda",2009,0
"106",181,"403","lambda",2009,0
"106",181,"406","lambda",2009,0
"106",181,"414","lambda",2009,0
"106",181,"417","lambda",2009,0
"106",181,"420","lambda",2009,0
"106",181,"426","lambda",2009,0
"106",181,"44","lambda",2009,0
"106",181,"446","lambda",2009,0
"106",181,"449","lambda",2009,0
"106",181,"459","lambda",2009,0
"106",181,"461","lambda",2009,0
"106",181,"463","lambda",2009,0
"106",181,"486","lambda",2009,0
"106",181,"489","lambda",2009,0
"106",181,"490","lambda",2009,0
"106",181,"495","lambda",2009,0
"106",181,"497","lambda",2009,0
"106",181,"507","lambda",2009,0
"106",181,"512","lambda",2009,0
"106",181,"515","lambda",2009,0
"106",181,"521","lambda",2009,0
"106",181,"523","lambda",2009,0
"106",181,"526","lambda",2009,0
"106",181,"530","lambda",2009,0
"106",181,"531","lambda",2009,0
"106",181,"534","lambda",2009,0
"106",181,"536","lambda",2009,0
"106",181,"541","lambda",2009,0
"106",181,"544","lambda",2009,0
"106",181,"547","lambda",2009,0
"106",181,"550","lambda",2009,0
"106",181,"552","lambda",2009,0
"106",181,"554","lambda",2009,0
"106",181,"558","lambda",2009,0
"106",181,"56","lambda",2009,0
"106",181,"560","lambda",2009,0
"106",181,"569","lambda",2009,0
"106",181,"571","lambda",2009,0
"106",181,"572","lambda",2009,0
"106",181,"574","lambda",2009,0
"106",181,"577","lambda",2009,0
"106",181,"603","lambda",2009,0
"106",181,"619","lambda",2009,0
"106",181,"656","lambda",2009,0
"106",181,"661","lambda",2009,0
"106",181,"71","lambda",2009,0
"106",181,"75","lambda",2009,0
"106",181,"754","lambda",2009,0
"106",181,"79","lambda",2009,0
"106",181,"83","lambda",2009,0
"106",181,"866","lambda",2009,0
"106",181,"882","lambda",2009,0
"106",181,"946","lambda",2009,0
"106",181,"951","lambda",2009,0
"106",181,"976","lambda",2009,0
"106",181,"982","lambda",2009,0
"106",51,"1016","sigma",2009,60787.0646759169
"106",51,"1020","sigma",2009,3216.16244767755
"106",51,"1034","sigma",2009,1993018.51396449
"106",51,"1062","sigma",2009,115666.253042582
"106",51,"108","sigma",2009,7616.17789265001
"106",51,"116","sigma",2009,249585.281428377
"106",51,"1166","sigma",2009,3834.56762086768
"106",51,"1182","sigma",2009,1455.47294905521
"106",51,"122","sigma",2009,1106.26763371557
"106",51,"15","sigma",2009,930276.411575385
"106",51,"157","sigma",2009,470876.390806327
"106",51,"162","sigma",2009,78724.2313015973
"106",51,"176","sigma",2009,1686.09366281396
"106",51,"181","sigma",2009,13866.8533863038
"106",51,"187","sigma",2009,4079.28182268946
"106",51,"191","sigma",2009,1097.29905040273
"106",51,"201","sigma",2009,207.41628391759
"106",51,"205","sigma",2009,1210.04695490701
"106",51,"210","sigma",2009,711.792326415889
"106",51,"211","sigma",2009,569.433861132711
"106",51,"221","sigma",2009,15183.9539071037
"106",51,"222","sigma",2009,1708.30158339813
"106",51,"223","sigma",2009,442.734827030683
